AGEP,COW,MAR,SCHL,SEX,WKHP,WKWN,ESR,OCCP,PERNP,OCCP_GROUP,COW_GROUP,HIGH_EARNER
36,2.0,1,1.0,2,40.0,52.0,1.0,7810.0,33000.0,Production_Manufacturing,Private_NonProfit,0
51,1.0,1,21.0,2,45.0,52.0,1.0,20.0,80000.0,Management_Business_Finance,Private_ForProfit,0
52,4.0,1,22.0,1,40.0,52.0,1.0,705.0,106000.0,Management_Business_Finance,State_Gov,1
38,7.0,1,14.0,1,55.0,52.0,1.0,6442.0,40000.0,Construction_Extraction_Farming,Self_Employed_Inc,0
46,1.0,1,21.0,2,36.0,52.0,1.0,3255.0,94000.0,Healthcare,Private_ForProfit,1
30,2.0,3,16.0,2,40.0,52.0,1.0,4120.0,25000.0,Service_Food_Personal_Cleaning,Private_NonProfit,0
43,6.0,1,22.0,1,40.0,52.0,1.0,440.0,88000.0,Management_Business_Finance,Self_Employed_NotInc,0
47,3.0,1,24.0,2,50.0,52.0,1.0,440.0,120000.0,Management_Business_Finance,Local_Gov,1
62,1.0,1,20.0,1,40.0,52.0,1.0,7200.0,100000.0,Installation_Maintenance_Repair,Private_ForProfit,1
55,7.0,1,16.0,1,50.0,52.0,1.0,310.0,36000.0,Management_Business_Finance,Self_Employed_Inc,0
58,6.0,5,20.0,1,40.0,52.0,1.0,6230.0,27000.0,Construction_Extraction_Farming,Self_Employed_NotInc,0
46,4.0,1,20.0,2,40.0,52.0,1.0,160.0,58000.0,Management_Business_Finance,State_Gov,0
31,1.0,1,15.0,1,60.0,52.0,1.0,9130.0,45000.0,Transportation_Material_Moving,Private_ForProfit,0
41,6.0,5,21.0,2,40.0,52.0,1.0,4760.0,40000.0,Sales_Office_Admin,Self_Employed_NotInc,0
47,1.0,1,21.0,2,70.0,52.0,1.0,735.0,213500.0,Management_Business_Finance,Private_ForProfit,1
48,5.0,3,19.0,2,40.0,52.0,1.0,5860.0,40000.0,Sales_Office_Admin,Federal_Gov,0
52,4.0,3,24.0,2,55.0,52.0,1.0,1760.0,120000.0,STEM_Science_Architecture,State_Gov,1
44,3.0,1,22.0,1,40.0,52.0,1.0,230.0,65000.0,Management_Business_Finance,Local_Gov,0
59,1.0,1,20.0,1,48.0,40.0,1.0,8650.0,120000.0,Production_Manufacturing,Private_ForProfit,1
24,1.0,5,16.0,1,40.0,52.0,1.0,4500.0,11000.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
51,3.0,1,16.0,1,50.0,52.0,1.0,4020.0,20000.0,Service_Food_Personal_Cleaning,Local_Gov,0
18,1.0,5,16.0,1,40.0,20.0,1.0,6410.0,16000.0,Construction_Extraction_Farming,Private_ForProfit,0
20,1.0,5,16.0,1,40.0,52.0,1.0,4220.0,23000.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
27,1.0,5,20.0,1,45.0,52.0,1.0,8990.0,100000.0,Production_Manufacturing,Private_ForProfit,1
37,6.0,1,22.0,1,56.0,52.0,1.0,4020.0,24000.0,Service_Food_Personal_Cleaning,Self_Employed_NotInc,0
50,1.0,1,18.0,2,40.0,52.0,1.0,5240.0,54000.0,Sales_Office_Admin,Private_ForProfit,0
35,6.0,5,19.0,1,50.0,52.0,1.0,1105.0,151000.0,STEM_Science_Architecture,Self_Employed_NotInc,1
56,2.0,3,21.0,2,40.0,52.0,1.0,800.0,95000.0,Management_Business_Finance,Private_NonProfit,1
61,1.0,1,20.0,2,40.0,52.0,1.0,3550.0,80000.0,Healthcare,Private_ForProfit,0
44,1.0,1,22.0,1,40.0,52.0,1.0,440.0,138000.0,Management_Business_Finance,Private_ForProfit,1
47,1.0,1,21.0,1,42.0,52.0,1.0,5240.0,100000.0,Sales_Office_Admin,Private_ForProfit,1
39,3.0,5,23.0,1,50.0,52.0,1.0,1360.0,80000.0,STEM_Science_Architecture,Local_Gov,0
32,1.0,5,20.0,1,40.0,36.0,1.0,5240.0,42000.0,Sales_Office_Admin,Private_ForProfit,0
39,4.0,1,17.0,1,40.0,52.0,1.0,3802.0,45300.0,Protective_Service,State_Gov,0
56,2.0,1,22.0,1,60.0,52.0,1.0,1021.0,230000.0,STEM_Science_Architecture,Private_NonProfit,1
58,2.0,5,22.0,2,45.0,52.0,1.0,101.0,125000.0,Management_Business_Finance,Private_NonProfit,1
62,1.0,3,16.0,1,40.0,52.0,1.0,4760.0,20000.0,Sales_Office_Admin,Private_ForProfit,0
35,1.0,5,11.0,1,70.0,52.0,1.0,4000.0,125000.0,Service_Food_Personal_Cleaning,Private_ForProfit,1
21,1.0,5,16.0,2,40.0,52.0,1.0,4600.0,15600.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
59,6.0,1,16.0,2,40.0,52.0,1.0,4600.0,7100.0,Service_Food_Personal_Cleaning,Self_Employed_NotInc,0
46,1.0,3,16.0,2,40.0,52.0,1.0,750.0,50000.0,Management_Business_Finance,Private_ForProfit,0
30,1.0,5,22.0,1,55.0,52.0,1.0,1021.0,135000.0,STEM_Science_Architecture,Private_ForProfit,1
22,1.0,5,16.0,1,40.0,52.0,1.0,9620.0,47000.0,Transportation_Material_Moving,Private_ForProfit,0
32,2.0,1,23.0,1,40.0,52.0,1.0,3090.0,220000.0,Healthcare,Private_NonProfit,1
31,1.0,1,13.0,1,40.0,52.0,1.0,7700.0,30000.0,Production_Manufacturing,Private_ForProfit,0
42,1.0,1,24.0,1,40.0,52.0,1.0,4700.0,250000.0,Sales_Office_Admin,Private_ForProfit,1
42,1.0,1,21.0,2,40.0,52.0,1.0,630.0,25000.0,Management_Business_Finance,Private_ForProfit,0
34,1.0,1,21.0,1,40.0,52.0,1.0,440.0,95000.0,Management_Business_Finance,Private_ForProfit,1
38,3.0,1,22.0,1,40.0,52.0,1.0,2310.0,69000.0,Education_Legal_Social,Local_Gov,0
35,1.0,5,16.0,1,54.0,52.0,1.0,9130.0,69000.0,Transportation_Material_Moving,Private_ForProfit,0
22,1.0,5,16.0,1,36.0,48.0,1.0,8800.0,15000.0,Production_Manufacturing,Private_ForProfit,0
40,1.0,1,19.0,2,50.0,52.0,1.0,410.0,105000.0,Management_Business_Finance,Private_ForProfit,1
39,1.0,1,19.0,1,40.0,52.0,1.0,9142.0,40000.0,Transportation_Material_Moving,Private_ForProfit,0
60,1.0,1,22.0,1,45.0,52.0,1.0,3550.0,215000.0,Healthcare,Private_ForProfit,1
23,1.0,5,21.0,2,40.0,52.0,1.0,1650.0,105000.0,STEM_Science_Architecture,Private_ForProfit,1
62,1.0,3,18.0,1,40.0,52.0,1.0,8030.0,68000.0,Production_Manufacturing,Private_ForProfit,0
32,2.0,5,21.0,1,40.0,52.0,1.0,1010.0,70000.0,STEM_Science_Architecture,Private_NonProfit,0
24,1.0,5,19.0,2,40.0,52.0,1.0,4920.0,45000.0,Sales_Office_Admin,Private_ForProfit,0
26,7.0,5,16.0,1,40.0,52.0,1.0,9130.0,80000.0,Transportation_Material_Moving,Self_Employed_Inc,0
58,1.0,1,19.0,1,40.0,52.0,1.0,5522.0,64000.0,Sales_Office_Admin,Private_ForProfit,0
69,1.0,3,20.0,1,40.0,52.0,1.0,3930.0,22000.0,Protective_Service,Private_ForProfit,0
42,1.0,1,20.0,2,42.0,24.0,1.0,3300.0,30000.0,Healthcare,Private_ForProfit,0
30,1.0,5,18.0,2,40.0,52.0,1.0,5240.0,45000.0,Sales_Office_Admin,Private_ForProfit,0
33,3.0,5,19.0,2,40.0,52.0,1.0,2310.0,16000.0,Education_Legal_Social,Local_Gov,0
19,1.0,5,15.0,1,45.0,52.0,1.0,7200.0,24000.0,Installation_Maintenance_Repair,Private_ForProfit,0
64,1.0,1,21.0,2,40.0,52.0,1.0,5730.0,95000.0,Sales_Office_Admin,Private_ForProfit,1
66,1.0,3,20.0,2,40.0,52.0,1.0,5740.0,93000.0,Sales_Office_Admin,Private_ForProfit,1
24,1.0,5,16.0,1,40.0,52.0,1.0,4020.0,19200.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
68,1.0,1,16.0,2,40.0,52.0,1.0,7750.0,100000.0,Production_Manufacturing,Private_ForProfit,1
50,1.0,1,20.0,1,40.0,52.0,1.0,1050.0,105000.0,STEM_Science_Architecture,Private_ForProfit,1
52,7.0,1,21.0,1,40.0,12.0,1.0,220.0,25000.0,Management_Business_Finance,Self_Employed_Inc,0
25,2.0,5,20.0,2,40.0,48.0,1.0,725.0,18000.0,Management_Business_Finance,Private_NonProfit,0
22,1.0,5,16.0,1,52.0,52.0,1.0,6040.0,15000.0,Construction_Extraction_Farming,Private_ForProfit,0
51,1.0,5,22.0,2,40.0,52.0,1.0,5000.0,92000.0,Sales_Office_Admin,Private_ForProfit,1
65,1.0,1,21.0,1,40.0,52.0,1.0,4700.0,20000.0,Sales_Office_Admin,Private_ForProfit,0
39,1.0,1,18.0,2,38.0,52.0,1.0,3255.0,137000.0,Healthcare,Private_ForProfit,1
37,6.0,1,16.0,2,40.0,52.0,1.0,9142.0,12000.0,Transportation_Material_Moving,Self_Employed_NotInc,0
27,1.0,5,16.0,1,40.0,52.0,1.0,8225.0,30000.0,Production_Manufacturing,Private_ForProfit,0
35,3.0,5,21.0,2,50.0,52.0,1.0,2310.0,65000.0,Education_Legal_Social,Local_Gov,0
56,1.0,1,5.0,1,40.0,52.0,1.0,6600.0,25000.0,Construction_Extraction_Farming,Private_ForProfit,0
51,7.0,1,15.0,1,50.0,52.0,1.0,6240.0,24000.0,Construction_Extraction_Farming,Self_Employed_Inc,0
62,1.0,1,16.0,1,40.0,52.0,1.0,440.0,70000.0,Management_Business_Finance,Private_ForProfit,0
46,1.0,1,17.0,1,45.0,52.0,1.0,9600.0,35000.0,Transportation_Material_Moving,Private_ForProfit,0
20,1.0,5,16.0,1,40.0,52.0,1.0,440.0,36000.0,Management_Business_Finance,Private_ForProfit,0
40,4.0,1,22.0,1,45.0,52.0,1.0,230.0,121000.0,Management_Business_Finance,State_Gov,1
41,1.0,1,22.0,2,50.0,52.0,1.0,120.0,250000.0,Management_Business_Finance,Private_ForProfit,1
27,1.0,1,23.0,2,50.0,52.0,1.0,800.0,90000.0,Management_Business_Finance,Private_ForProfit,1
37,2.0,1,22.0,1,60.0,52.0,1.0,2040.0,85000.0,Education_Legal_Social,Private_NonProfit,0
31,4.0,1,21.0,1,40.0,52.0,1.0,1555.0,72000.0,STEM_Science_Architecture,State_Gov,0
52,1.0,1,16.0,1,40.0,52.0,1.0,9130.0,28800.0,Transportation_Material_Moving,Private_ForProfit,0
60,1.0,3,18.0,2,40.0,52.0,1.0,4055.0,25000.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
30,1.0,5,20.0,1,40.0,52.0,1.0,800.0,40000.0,Management_Business_Finance,Private_ForProfit,0
49,1.0,1,20.0,2,40.0,52.0,1.0,3255.0,90000.0,Healthcare,Private_ForProfit,1
53,4.0,1,19.0,2,40.0,52.0,1.0,5220.0,36000.0,Sales_Office_Admin,State_Gov,0
29,1.0,1,21.0,1,40.0,52.0,1.0,5840.0,60000.0,Sales_Office_Admin,Private_ForProfit,0
31,3.0,1,18.0,2,35.0,40.0,1.0,5521.0,15000.0,Sales_Office_Admin,Local_Gov,0
41,1.0,4,20.0,1,45.0,52.0,1.0,7315.0,45000.0,Installation_Maintenance_Repair,Private_ForProfit,0
43,1.0,1,1.0,1,98.0,52.0,1.0,1108.0,100000.0,STEM_Science_Architecture,Private_ForProfit,1
24,6.0,1,1.0,1,45.0,52.0,1.0,220.0,40000.0,Management_Business_Finance,Self_Employed_NotInc,0
33,1.0,3,17.0,1,53.0,52.0,1.0,3940.0,52000.0,Protective_Service,Private_ForProfit,0
64,1.0,1,21.0,1,55.0,52.0,1.0,850.0,574000.0,Management_Business_Finance,Private_ForProfit,1
51,1.0,1,22.0,2,40.0,52.0,1.0,4920.0,14000.0,Sales_Office_Admin,Private_ForProfit,0
49,1.0,1,22.0,2,50.0,52.0,1.0,800.0,130000.0,Management_Business_Finance,Private_ForProfit,1
33,1.0,1,16.0,1,80.0,52.0,1.0,440.0,75000.0,Management_Business_Finance,Private_ForProfit,0
41,1.0,1,21.0,2,40.0,52.0,1.0,3645.0,54000.0,Healthcare,Private_ForProfit,0
36,1.0,3,22.0,2,50.0,52.0,1.0,120.0,135000.0,Management_Business_Finance,Private_ForProfit,1
30,1.0,1,21.0,2,40.0,52.0,1.0,700.0,45000.0,Management_Business_Finance,Private_ForProfit,0
51,1.0,1,17.0,1,70.0,52.0,1.0,440.0,67000.0,Management_Business_Finance,Private_ForProfit,0
46,1.0,1,16.0,1,40.0,50.0,1.0,6355.0,65000.0,Construction_Extraction_Farming,Private_ForProfit,0
44,1.0,1,21.0,1,55.0,52.0,1.0,52.0,175000.0,Management_Business_Finance,Private_ForProfit,1
17,1.0,5,11.0,2,40.0,24.0,1.0,4720.0,6000.0,Sales_Office_Admin,Private_ForProfit,0
29,1.0,1,16.0,1,40.0,52.0,1.0,6355.0,55000.0,Construction_Extraction_Farming,Private_ForProfit,0
39,1.0,5,19.0,1,40.0,23.0,1.0,5240.0,22000.0,Sales_Office_Admin,Private_ForProfit,0
52,1.0,5,20.0,1,40.0,52.0,1.0,4000.0,48000.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
52,1.0,1,21.0,2,45.0,52.0,1.0,5260.0,45000.0,Sales_Office_Admin,Private_ForProfit,0
27,6.0,5,21.0,1,60.0,52.0,1.0,4920.0,120000.0,Sales_Office_Admin,Self_Employed_NotInc,1
62,1.0,3,18.0,2,45.0,52.0,1.0,5240.0,45000.0,Sales_Office_Admin,Private_ForProfit,0
42,1.0,1,24.0,2,50.0,52.0,1.0,1760.0,130000.0,STEM_Science_Architecture,Private_ForProfit,1
44,1.0,1,23.0,1,50.0,52.0,1.0,10.0,330000.0,Management_Business_Finance,Private_ForProfit,1
38,1.0,5,22.0,2,40.0,52.0,1.0,1021.0,180000.0,STEM_Science_Architecture,Private_ForProfit,1
42,1.0,1,22.0,2,40.0,52.0,1.0,136.0,60000.0,Management_Business_Finance,Private_ForProfit,0
60,6.0,1,24.0,1,40.0,52.0,1.0,3040.0,87000.0,Healthcare,Self_Employed_NotInc,0
64,3.0,3,23.0,2,50.0,52.0,1.0,2320.0,70000.0,Education_Legal_Social,Local_Gov,0
32,1.0,5,21.0,1,45.0,52.0,1.0,2310.0,50000.0,Education_Legal_Social,Private_ForProfit,0
51,1.0,5,21.0,2,40.0,52.0,1.0,1530.0,100000.0,STEM_Science_Architecture,Private_ForProfit,1
46,7.0,3,22.0,2,40.0,52.0,1.0,10.0,115000.0,Management_Business_Finance,Self_Employed_Inc,1
56,1.0,1,21.0,1,40.0,52.0,1.0,8990.0,30000.0,Production_Manufacturing,Private_ForProfit,0
58,1.0,1,22.0,2,40.0,52.0,1.0,110.0,183600.0,Management_Business_Finance,Private_ForProfit,1
38,1.0,1,12.0,1,70.0,52.0,1.0,9620.0,90000.0,Transportation_Material_Moving,Private_ForProfit,1
52,1.0,3,22.0,1,40.0,52.0,1.0,10.0,80000.0,Management_Business_Finance,Private_ForProfit,0
45,1.0,1,21.0,1,40.0,52.0,1.0,7260.0,100000.0,Installation_Maintenance_Repair,Private_ForProfit,1
40,1.0,5,20.0,1,50.0,52.0,1.0,4850.0,35000.0,Sales_Office_Admin,Private_ForProfit,0
32,1.0,1,21.0,1,40.0,52.0,1.0,6260.0,55000.0,Construction_Extraction_Farming,Private_ForProfit,0
20,1.0,5,15.0,2,45.0,52.0,1.0,9640.0,25000.0,Transportation_Material_Moving,Private_ForProfit,0
60,1.0,1,20.0,2,40.0,45.0,1.0,4760.0,40000.0,Sales_Office_Admin,Private_ForProfit,0
23,1.0,5,21.0,1,56.0,52.0,1.0,1360.0,60000.0,STEM_Science_Architecture,Private_ForProfit,0
37,1.0,1,21.0,1,40.0,52.0,1.0,4621.0,44100.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
55,1.0,1,19.0,1,45.0,52.0,1.0,4760.0,52000.0,Sales_Office_Admin,Private_ForProfit,0
22,3.0,5,21.0,2,40.0,37.0,1.0,5860.0,15000.0,Sales_Office_Admin,Local_Gov,0
67,1.0,1,19.0,1,40.0,4.0,1.0,8225.0,24000.0,Production_Manufacturing,Private_ForProfit,0
45,1.0,1,1.0,2,40.0,52.0,1.0,5710.0,95000.0,Sales_Office_Admin,Private_ForProfit,1
49,7.0,1,21.0,1,50.0,52.0,1.0,9130.0,330000.0,Transportation_Material_Moving,Self_Employed_Inc,1
26,1.0,5,16.0,2,50.0,52.0,1.0,3423.0,59000.0,Healthcare,Private_ForProfit,0
50,3.0,1,22.0,2,40.0,52.0,1.0,10.0,200000.0,Management_Business_Finance,Local_Gov,1
55,6.0,1,21.0,1,40.0,49.0,1.0,410.0,157100.0,Management_Business_Finance,Self_Employed_NotInc,1
43,1.0,1,19.0,1,55.0,52.0,1.0,4700.0,150000.0,Sales_Office_Admin,Private_ForProfit,1
35,6.0,5,19.0,2,40.0,52.0,1.0,7200.0,20000.0,Installation_Maintenance_Repair,Self_Employed_NotInc,0
62,7.0,1,21.0,1,60.0,52.0,1.0,10.0,80000.0,Management_Business_Finance,Self_Employed_Inc,0
52,1.0,1,16.0,1,40.0,52.0,1.0,6441.0,45000.0,Construction_Extraction_Farming,Private_ForProfit,0
29,1.0,1,20.0,1,55.0,52.0,1.0,4760.0,45000.0,Sales_Office_Admin,Private_ForProfit,0
47,1.0,3,21.0,1,50.0,52.0,1.0,230.0,60000.0,Management_Business_Finance,Private_ForProfit,0
21,1.0,5,1.0,1,40.0,12.0,1.0,6260.0,4500.0,Construction_Extraction_Farming,Private_ForProfit,0
41,1.0,1,16.0,2,40.0,52.0,1.0,5110.0,26000.0,Sales_Office_Admin,Private_ForProfit,0
27,1.0,5,18.0,1,40.0,52.0,1.0,7410.0,80000.0,Installation_Maintenance_Repair,Private_ForProfit,0
59,5.0,3,22.0,1,40.0,52.0,1.0,1108.0,53000.0,STEM_Science_Architecture,Federal_Gov,0
38,1.0,1,17.0,1,50.0,52.0,1.0,7315.0,70000.0,Installation_Maintenance_Repair,Private_ForProfit,0
21,1.0,5,19.0,1,40.0,52.0,1.0,9645.0,40000.0,Transportation_Material_Moving,Private_ForProfit,0
24,1.0,5,22.0,1,40.0,25.0,1.0,1006.0,36000.0,STEM_Science_Architecture,Private_ForProfit,0
33,1.0,1,21.0,2,40.0,52.0,1.0,2310.0,58000.0,Education_Legal_Social,Private_ForProfit,0
49,4.0,1,16.0,2,40.0,52.0,1.0,440.0,85000.0,Management_Business_Finance,State_Gov,0
55,1.0,1,22.0,1,50.0,52.0,1.0,1410.0,190000.0,STEM_Science_Architecture,Private_ForProfit,1
30,1.0,5,21.0,1,36.0,52.0,1.0,3255.0,100000.0,Healthcare,Private_ForProfit,1
38,4.0,5,21.0,2,40.0,42.0,1.0,3602.0,20000.0,Healthcare,State_Gov,0
51,1.0,1,16.0,1,50.0,52.0,1.0,5600.0,55000.0,Sales_Office_Admin,Private_ForProfit,0
45,3.0,1,22.0,2,40.0,52.0,1.0,2310.0,65000.0,Education_Legal_Social,Local_Gov,0
36,3.0,1,22.0,2,40.0,52.0,1.0,230.0,60000.0,Management_Business_Finance,Local_Gov,0
43,1.0,1,22.0,1,45.0,6.0,1.0,750.0,90000.0,Management_Business_Finance,Private_ForProfit,1
46,1.0,3,16.0,1,50.0,52.0,1.0,5240.0,30000.0,Sales_Office_Admin,Private_ForProfit,0
71,1.0,1,19.0,1,40.0,52.0,1.0,9620.0,21900.0,Transportation_Material_Moving,Private_ForProfit,0
41,1.0,1,16.0,1,45.0,52.0,1.0,6230.0,65000.0,Construction_Extraction_Farming,Private_ForProfit,0
64,3.0,1,16.0,2,45.0,52.0,1.0,9121.0,60000.0,Transportation_Material_Moving,Local_Gov,0
35,7.0,1,18.0,2,60.0,52.0,1.0,4020.0,20000.0,Service_Food_Personal_Cleaning,Self_Employed_Inc,0
56,2.0,1,21.0,2,40.0,52.0,1.0,800.0,78500.0,Management_Business_Finance,Private_NonProfit,0
35,3.0,5,20.0,2,44.0,52.0,1.0,2310.0,16600.0,Education_Legal_Social,Local_Gov,0
52,7.0,1,20.0,1,40.0,52.0,1.0,440.0,150000.0,Management_Business_Finance,Self_Employed_Inc,1
36,3.0,1,21.0,1,40.0,52.0,1.0,2320.0,70000.0,Education_Legal_Social,Local_Gov,0
39,2.0,1,22.0,1,50.0,52.0,1.0,2040.0,108000.0,Education_Legal_Social,Private_NonProfit,1
77,1.0,1,11.0,1,40.0,52.0,1.0,4220.0,19900.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
28,2.0,1,24.0,1,40.0,52.0,1.0,3160.0,87000.0,Healthcare,Private_NonProfit,0
46,1.0,1,20.0,2,40.0,52.0,1.0,6355.0,90000.0,Construction_Extraction_Farming,Private_ForProfit,1
28,1.0,5,21.0,2,36.0,52.0,1.0,3255.0,75000.0,Healthcare,Private_ForProfit,0
34,1.0,1,16.0,1,40.0,52.0,1.0,5240.0,20000.0,Sales_Office_Admin,Private_ForProfit,0
38,1.0,5,22.0,1,40.0,52.0,1.0,800.0,225000.0,Management_Business_Finance,Private_ForProfit,1
29,1.0,4,16.0,2,40.0,52.0,1.0,3640.0,20000.0,Healthcare,Private_ForProfit,0
34,1.0,5,16.0,1,40.0,52.0,1.0,1021.0,100000.0,STEM_Science_Architecture,Private_ForProfit,1
22,1.0,5,19.0,1,40.0,52.0,1.0,6520.0,30000.0,Construction_Extraction_Farming,Private_ForProfit,0
37,3.0,5,16.0,2,40.0,52.0,1.0,9122.0,30000.0,Transportation_Material_Moving,Local_Gov,0
59,1.0,3,22.0,2,42.0,52.0,1.0,440.0,96000.0,Management_Business_Finance,Private_ForProfit,1
28,1.0,1,19.0,2,40.0,52.0,1.0,9645.0,32000.0,Transportation_Material_Moving,Private_ForProfit,0
53,1.0,2,16.0,2,40.0,52.0,1.0,5810.0,23000.0,Sales_Office_Admin,Private_ForProfit,0
51,1.0,3,19.0,1,50.0,52.0,1.0,440.0,93000.0,Management_Business_Finance,Private_ForProfit,1
55,2.0,1,18.0,2,40.0,52.0,1.0,20.0,45000.0,Management_Business_Finance,Private_NonProfit,0
31,1.0,3,21.0,1,65.0,52.0,1.0,9130.0,65000.0,Transportation_Material_Moving,Private_ForProfit,0
63,1.0,1,19.0,1,40.0,52.0,1.0,7420.0,94000.0,Installation_Maintenance_Repair,Private_ForProfit,1
57,1.0,1,19.0,1,40.0,52.0,1.0,6050.0,30700.0,Construction_Extraction_Farming,Private_ForProfit,0
48,7.0,5,22.0,1,50.0,45.0,1.0,800.0,333000.0,Management_Business_Finance,Self_Employed_Inc,1
49,6.0,3,20.0,1,60.0,52.0,1.0,4710.0,28000.0,Sales_Office_Admin,Self_Employed_NotInc,0
47,3.0,1,22.0,1,45.0,52.0,1.0,9130.0,65000.0,Transportation_Material_Moving,Local_Gov,0
61,1.0,1,16.0,1,40.0,52.0,1.0,8255.0,24000.0,Production_Manufacturing,Private_ForProfit,0
41,1.0,1,21.0,1,40.0,52.0,1.0,110.0,108000.0,Management_Business_Finance,Private_ForProfit,1
37,1.0,1,22.0,2,40.0,52.0,1.0,440.0,15000.0,Management_Business_Finance,Private_ForProfit,0
29,1.0,5,21.0,2,40.0,52.0,1.0,1050.0,49000.0,STEM_Science_Architecture,Private_ForProfit,0
32,1.0,5,16.0,1,40.0,52.0,1.0,5240.0,30000.0,Sales_Office_Admin,Private_ForProfit,0
50,1.0,1,20.0,1,40.0,52.0,1.0,5240.0,48000.0,Sales_Office_Admin,Private_ForProfit,0
32,4.0,5,21.0,1,40.0,52.0,1.0,1021.0,60000.0,STEM_Science_Architecture,State_Gov,0
56,1.0,1,1.0,1,40.0,52.0,1.0,9620.0,35000.0,Transportation_Material_Moving,Private_ForProfit,0
50,1.0,1,19.0,1,50.0,52.0,1.0,1021.0,102000.0,STEM_Science_Architecture,Private_ForProfit,1
34,1.0,1,19.0,2,40.0,52.0,1.0,3645.0,31800.0,Healthcare,Private_ForProfit,0
45,3.0,1,23.0,1,50.0,52.0,1.0,2100.0,129000.0,Education_Legal_Social,Local_Gov,1
61,1.0,1,20.0,2,55.0,52.0,1.0,4700.0,82000.0,Sales_Office_Admin,Private_ForProfit,0
25,7.0,5,16.0,1,45.0,52.0,1.0,6825.0,45000.0,Construction_Extraction_Farming,Self_Employed_Inc,0
41,1.0,1,22.0,1,45.0,52.0,1.0,52.0,300000.0,Management_Business_Finance,Private_ForProfit,1
46,1.0,1,16.0,1,40.0,52.0,1.0,7340.0,40000.0,Installation_Maintenance_Repair,Private_ForProfit,0
29,1.0,4,20.0,1,40.0,52.0,1.0,4760.0,65000.0,Sales_Office_Admin,Private_ForProfit,0
31,1.0,1,22.0,2,48.0,52.0,1.0,3258.0,112000.0,Healthcare,Private_ForProfit,1
35,1.0,1,24.0,2,48.0,52.0,1.0,3090.0,200000.0,Healthcare,Private_ForProfit,1
35,1.0,1,1.0,1,60.0,52.0,1.0,6410.0,34000.0,Construction_Extraction_Farming,Private_ForProfit,0
30,1.0,1,18.0,1,45.0,2.0,1.0,4760.0,60000.0,Sales_Office_Admin,Private_ForProfit,0
51,1.0,5,16.0,2,40.0,52.0,1.0,5840.0,60000.0,Sales_Office_Admin,Private_ForProfit,0
29,1.0,1,21.0,1,50.0,52.0,1.0,1220.0,100000.0,STEM_Science_Architecture,Private_ForProfit,1
43,1.0,1,21.0,1,40.0,52.0,1.0,6355.0,100000.0,Construction_Extraction_Farming,Private_ForProfit,1
41,1.0,3,19.0,1,40.0,12.0,1.0,4020.0,16000.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
63,1.0,1,16.0,1,40.0,52.0,1.0,4760.0,30000.0,Sales_Office_Admin,Private_ForProfit,0
57,4.0,1,20.0,2,40.0,52.0,1.0,3802.0,50000.0,Protective_Service,State_Gov,0
30,4.0,1,23.0,1,75.0,52.0,1.0,3100.0,65000.0,Healthcare,State_Gov,0
23,1.0,5,21.0,1,45.0,52.0,1.0,51.0,50000.0,Management_Business_Finance,Private_ForProfit,0
39,7.0,1,22.0,2,40.0,52.0,1.0,3255.0,12000.0,Healthcare,Self_Employed_Inc,0
33,6.0,1,20.0,1,60.0,52.0,1.0,7200.0,45000.0,Installation_Maintenance_Repair,Self_Employed_NotInc,0
33,1.0,1,20.0,1,50.0,52.0,1.0,1021.0,110000.0,STEM_Science_Architecture,Private_ForProfit,1
44,1.0,3,19.0,2,40.0,52.0,1.0,3402.0,574000.0,Healthcare,Private_ForProfit,1
24,1.0,1,20.0,2,40.0,52.0,1.0,7640.0,18000.0,Installation_Maintenance_Repair,Private_ForProfit,0
22,6.0,5,14.0,1,40.0,52.0,1.0,6260.0,8000.0,Construction_Extraction_Farming,Self_Employed_NotInc,0
67,1.0,1,18.0,1,50.0,52.0,1.0,9130.0,80000.0,Transportation_Material_Moving,Private_ForProfit,0
23,1.0,5,16.0,1,40.0,52.0,1.0,4760.0,40000.0,Sales_Office_Admin,Private_ForProfit,0
53,3.0,1,21.0,2,50.0,52.0,1.0,2300.0,68000.0,Education_Legal_Social,Local_Gov,0
42,1.0,1,23.0,1,40.0,52.0,1.0,3090.0,215000.0,Healthcare,Private_ForProfit,1
41,4.0,3,21.0,2,65.0,52.0,1.0,2003.0,60000.0,Education_Legal_Social,State_Gov,0
21,1.0,5,19.0,1,35.0,52.0,1.0,4760.0,30000.0,Sales_Office_Admin,Private_ForProfit,0
47,1.0,1,16.0,2,40.0,52.0,1.0,4220.0,41600.0,Service_Food_Personal_Cleaning,Private_ForProfit,0
50,1.0,1,12.0,1,40.0,52.0,1.0,7210.0,100000.0,Installation_Maintenance_Repair,Private_ForProfit,1
49,2.0,3,20.0,2,40.0,52.0,1.0,2320.0,56000.0,Education_Legal_Social,Private_NonProfit,0
